Block,Strain,Treatment.ID,Temperature,Plate.ID,Worm,Death.Date,Cause ,D1,Age ,Event,Exp,Inf
1,SKN,ev,15,1,1,30-May,M,25-May,5,1,0,0
1,SKN,ev,15,1,2,31-May,M,25-May,6,1,0,0
1,SKN,ev,15,1,3,31-May,M,25-May,6,1,0,0
1,SKN,ev,15,1,4,01-Jun,M,25-May,7,1,0,0
1,SKN,ev,15,1,5,01-Jun,M,25-May,7,1,0,0
1,SKN,ev,15,1,6,01-Jun,M,25-May,7,1,0,0
1,SKN,ev,15,1,7,06-Jun,D,25-May,12,1,0,0
1,SKN,ev,15,1,8,08-Jun,D,25-May,14,1,0,0
1,SKN,ev,15,1,9,14-Jun,D,25-May,20,1,0,0
1,N2,ev,15,2,1,05-Jun,E,25-May,11,0,1,0
1,N2,ev,15,2,2,07-Jun,M,25-May,13,1,0,0
1,N2,ev,15,2,3,10-Jun,E,25-May,16,0,1,0
1,N2,ev,15,2,4,16-Jun,D,25-May,22,1,0,0
1,N2,ev,15,2,5,23-Jun,D,25-May,29,1,0,0
1,N2,ev,15,2,6,25-Jun,D,25-May,31,1,0,0
1,N2,daf,15,3,1,08-Jun,E,25-May,14,0,1,0
1,N2,daf,15,3,2,08-Jun,E,25-May,14,0,1,0
1,N2,daf,15,3,3,09-Jun,D,25-May,15,1,0,0
1,N2,daf,15,3,4,10-Jun,E,25-May,16,0,1,0
1,N2,daf,15,3,5,11-Jun,E,25-May,17,0,1,0
1,N2,daf,15,3,6,17-Jun,E,25-May,23,0,1,0
1,N2,daf,15,3,7,24-Jun,E,25-May,30,0,1,0
1,N2,daf,15,3,8,29-Jun,D,25-May,35,1,0,0
1,N2,daf,15,3,9,02-Jul,D,25-May,38,1,0,0
1,SKN,daf,15,4,1,30-May,W,25-May,5,0,0,0
1,SKN,daf,15,4,2,01-Jun,M,25-May,7,1,0,0
1,SKN,daf,15,4,3,01-Jun,M,25-May,7,1,0,0
1,SKN,daf,15,4,4,08-Jun,D,25-May,14,1,0,0
1,SKN,daf,15,4,5,10-Jun,D,25-May,16,1,0,0
1,SKN,daf,15,4,6,11-Jun,E,25-May,17,0,1,0
1,SKN,daf,15,4,7,20-Jun,D,25-May,26,1,0,0
1,SKN,daf,15,4,8,20-Jun,D,25-May,26,1,0,0
1,SKN,daf,15,4,9,21-Jun,D,25-May,27,1,0,0
1,SKN,daf,15,4,10,23-Jun,D,25-May,29,1,0,0
1,SKN,daf,15F,5,1,01-Jun,M,26-May,6,1,0,0
1,SKN,daf,15F,5,2,01-Jun,M,26-May,6,1,0,0
1,SKN,daf,15F,5,3,10-Jun,D,26-May,15,1,0,0
1,SKN,daf,15F,5,4,12-Jun,E,26-May,17,0,1,0
1,SKN,daf,15F,5,5,14-Jun,D,26-May,19,1,0,0
1,SKN,daf,15F,5,6,19-Jun,D,26-May,24,1,0,0
1,SKN,daf,15F,5,7,21-Jun,D,26-May,26,1,0,0
1,SKN,daf,15F,5,8,24-Jun,D,26-May,29,1,0,0
1,SKN,ev,15,6,1,01-Jun,M,25-May,7,1,0,0
1,SKN,ev,15,6,2,01-Jun,M,25-May,7,1,0,0
1,SKN,ev,15,6,3,09-Jun,D,25-May,15,1,0,0
1,SKN,ev,15,6,4,10-Jun,D,25-May,16,1,0,0
1,SKN,ev,15,6,5,12-Jun,D,25-May,18,1,0,0
1,SKN,ev,15,6,6,13-Jun,D,25-May,19,1,0,0
1,SKN,ev,15,6,7,13-Jun,D,25-May,19,1,0,0
1,SKN,ev,15,6,8,16-Jun,D,25-May,22,1,0,0
1,SKN,ev,15,6,9,17-Jun,D,25-May,23,1,0,0
1,N2,ev,15,7,1,30-May,M,25-May,5,1,0,0
1,N2,ev,15,7,2,08-Jun,E,25-May,14,0,1,0
1,N2,ev,15,7,3,08-Jun,E,25-May,14,0,1,0
1,N2,ev,15,7,4,09-Jun,D,25-May,15,1,0,0
1,N2,ev,15,7,5,12-Jun,D,25-May,18,1,0,0
1,N2,ev,15,7,6,16-Jun,D,25-May,22,1,0,0
1,N2,ev,15,7,7,16-Jun,D,25-May,22,1,0,0
1,N2,ev,15,7,8,16-Jun,D,25-May,22,1,0,0
1,N2,ev,15,7,9,23-Jun,D,25-May,29,1,0,0
1,N2,ev,15,7,10,26-Jun,D,25-May,32,1,0,0
1,SKN,daf,15F,8,1,01-Jun,M,26-May,6,1,0,0
1,SKN,daf,15F,8,2,04-Jun,M,26-May,9,1,0,0
1,SKN,daf,15F,8,3,05-Jun,E,26-May,10,0,1,0
1,SKN,daf,15F,8,4,10-Jun,E,26-May,15,0,1,0
1,SKN,daf,15F,8,5,12-Jun,E,26-May,17,0,1,0
1,SKN,daf,15F,8,6,16-Jun,D,26-May,21,1,0,0
1,SKN,daf,15F,8,7,16-Jun,D,26-May,21,1,0,0
1,SKN,daf,15F,8,8,18-Jun,D,26-May,23,1,0,0
1,SKN,daf,15F,8,9,20-Jun,D,26-May,25,1,0,0
1,SKN,daf,15F,9,1,03-Jun,M,26-May,8,1,0,0
1,SKN,daf,15F,9,2,06-Jun,D,26-May,11,1,0,0
1,SKN,daf,15F,9,3,08-Jun,D,26-May,13,1,0,0
1,SKN,daf,15F,9,4,09-Jun,E,26-May,14,0,1,0
1,SKN,daf,15F,9,5,13-Jun,E,26-May,18,0,1,0
1,SKN,daf,15F,9,6,16-Jun,D,26-May,21,1,0,0
1,SKN,daf,15F,9,7,18-Jun,D,26-May,23,1,0,0
1,SKN,daf,15F,9,8,19-Jun,D,26-May,24,1,0,0
1,N2,daf,15,10,1,08-Jun,E,25-May,14,0,1,0
1,N2,daf,15,10,2,09-Jun,E,25-May,15,0,1,0
1,N2,daf,15,10,3,09-Jun,E,25-May,15,0,1,0
1,N2,daf,15,10,4,12-Jun,E,25-May,18,0,1,0
1,N2,daf,15,10,5,12-Jun,E,25-May,18,0,1,0
1,N2,daf,15,10,6,15-Jun,E,25-May,21,0,1,0
1,N2,daf,15,10,7,20-Jun,D,25-May,26,1,0,0
1,N2,daf,15,10,8,24-Jun,D,25-May,30,1,0,0
1,N2,daf,15,10,9,26-Jun,D,25-May,32,1,0,0
1,N2,daf,15,10,10,03-Jul,D,25-May,39,1,0,0
1,N2,daf,15,11,1,31-May,M,25-May,6,1,0,0
1,N2,daf,15,11,2,06-Jun,M,25-May,12,1,0,0
1,N2,daf,15,11,3,12-Jun,E,25-May,18,0,1,0
1,N2,daf,15,11,4,15-Jun,E,25-May,21,0,1,0
1,N2,daf,15,11,5,16-Jun,D,25-May,22,1,0,0
1,N2,daf,15,11,6,16-Jun,D,25-May,22,1,0,0
1,N2,daf,15,11,7,23-Jun,D,25-May,29,1,0,0
1,N2,daf,15,11,8,24-Jun,D,25-May,30,1,0,0
1,N2,daf,15,11,9,24-Jun,D,25-May,30,1,0,0
1,N2,daf,15,11,10,27-Jun,D,25-May,33,1,0,0
1,SKN,daf,15F,12,1,01-Jun,M,26-May,6,1,0,0
1,SKN,daf,15F,12,2,01-Jun,M,26-May,6,1,0,0
1,SKN,daf,15F,12,3,03-Jun,M,26-May,8,1,0,0
1,SKN,daf,15F,12,4,07-Jun,M,26-May,12,1,0,0
1,SKN,daf,15F,12,5,13-Jun,E,26-May,18,0,1,0
1,SKN,daf,15F,12,6,17-Jun,D,26-May,22,1,0,0
1,SKN,daf,15F,12,7,18-Jun,D,26-May,23,1,0,0
1,SKN,daf,15F,12,8,18-Jun,D,26-May,23,1,0,0
1,N2,daf,15,13,1,06-Jun,E,25-May,12,0,1,0
1,N2,daf,15,13,2,08-Jun,D,25-May,14,1,0,0
1,N2,daf,15,13,3,09-Jun,E,25-May,15,0,1,0
1,N2,daf,15,13,4,10-Jun,E,25-May,16,0,1,0
1,N2,daf,15,13,5,12-Jun,E,25-May,18,0,1,0
1,N2,daf,15,13,6,12-Jun,E,25-May,18,0,1,0
1,N2,daf,15,13,7,21-Jun,D,25-May,27,1,0,0
1,N2,daf,15,13,8,23-Jun,D,25-May,29,1,0,0
1,N2,daf,15,13,9,25-Jun,D,25-May,31,1,0,0
1,N2,ev,15,14,1,04-Jun,W,25-May,10,0,0,0
1,N2,ev,15,14,2,08-Jun,D,25-May,14,1,0,0
1,N2,ev,15,14,3,09-Jun,D,25-May,15,1,0,0
1,N2,ev,15,14,4,12-Jun,E,25-May,18,0,1,0
1,N2,ev,15,14,5,14-Jun,D,25-May,20,1,0,0
1,N2,ev,15,14,6,18-Jun,D,25-May,24,1,0,0
1,N2,ev,15,14,7,19-Jun,D,25-May,25,1,0,0
1,N2,ev,15,14,8,21-Jun,D,25-May,27,1,0,0
1,N2,ev,15,14,9,22-Jun,D,25-May,28,1,0,0
1,SKN,ev,15,15,1,03-Jun,M,25-May,9,1,0,0
1,SKN,ev,15,15,2,04-Jun,M,25-May,10,1,0,0
1,SKN,ev,15,15,3,06-Jun,W,25-May,12,0,0,0
1,SKN,ev,15,15,4,08-Jun,D,25-May,14,1,0,0
1,SKN,ev,15,15,5,10-Jun,D,25-May,16,1,0,0
1,SKN,ev,15,15,6,11-Jun,E,25-May,17,0,1,0
1,SKN,ev,15,15,7,14-Jun,D,25-May,20,1,0,0
1,SKN,ev,15,15,8,16-Jun,D,25-May,22,1,0,0
1,SKN,ev,15,15,9,16-Jun,D,25-May,22,1,0,0
1,SKN,ev,15,15,10,16-Jun,D,25-May,22,1,0,0
1,SKN,ev,15,16,1,31-May,M,25-May,6,1,0,0
1,SKN,ev,15,16,2,01-Jun,M,25-May,7,1,0,0
1,SKN,ev,15,16,3,01-Jun,M,25-May,7,1,0,0
1,SKN,ev,15,16,4,08-Jun,D,25-May,14,1,0,0
1,SKN,ev,15,16,5,08-Jun,D,25-May,14,1,0,0
1,SKN,daf,15,17,1,06-Jun,M,25-May,12,1,0,0
1,SKN,daf,15,17,2,10-Jun,E,25-May,16,0,1,0
1,SKN,daf,15,17,3,11-Jun,E,25-May,17,0,1,0
1,SKN,daf,15,17,4,14-Jun,D,25-May,20,1,0,0
1,SKN,daf,15,17,5,14-Jun,D,25-May,20,1,0,0
1,SKN,daf,15,17,6,14-Jun,D,25-May,20,1,0,0
1,SKN,daf,15,17,7,16-Jun,D,25-May,22,1,0,0
1,SKN,daf,15,17,8,16-Jun,D,25-May,22,1,0,0
1,SKN,daf,15,17,9,21-Jun,D,25-May,27,1,0,0
1,N2,ev,15,18,1,07-Jun,D,25-May,13,1,0,0
1,N2,ev,15,18,2,08-Jun,D,25-May,14,1,0,0
1,N2,ev,15,18,3,10-Jun,M,25-May,16,1,0,0
1,N2,ev,15,18,4,11-Jun,E,25-May,17,0,1,0
1,N2,ev,15,18,5,21-Jun,D,25-May,27,1,0,0
1,N2,ev,15,18,6,22-Jun,D,25-May,28,1,0,0
1,N2,ev,15,18,7,23-Jun,D,25-May,29,1,0,0
1,SKN,ev,15,19,1,31-May,M,25-May,6,1,0,0
1,SKN,ev,15,19,2,01-Jun,M,25-May,7,1,0,0
1,SKN,ev,15,19,3,03-Jun,M,25-May,9,1,0,0
1,SKN,ev,15,19,4,04-Jun,M,25-May,10,1,0,0
1,SKN,ev,15,19,5,04-Jun,E,25-May,10,0,1,0
1,SKN,ev,15,19,6,06-Jun,M,25-May,12,1,0,0
1,SKN,ev,15,19,7,07-Jun,D,25-May,13,1,0,0
1,SKN,ev,15,19,8,10-Jun,D,25-May,16,1,0,0
1,SKN,ev,15,19,9,11-Jun,D,25-May,17,1,0,0
1,N2,ev,15,20,1,09-Jun,E,25-May,15,0,1,0
1,N2,ev,15,20,2,10-Jun,E,25-May,16,0,1,0
1,N2,ev,15,20,3,12-Jun,E,25-May,18,0,1,0
1,N2,ev,15,20,4,16-Jun,D,25-May,22,1,0,0
1,N2,ev,15,20,5,16-Jun,D,25-May,22,1,0,0
1,N2,ev,15,20,6,24-Jun,D,25-May,30,1,0,0
1,N2,ev,15,20,7,24-Jun,D,25-May,30,1,0,0
1,N2,ev,15,20,8,25-Jun,D,25-May,31,1,0,0
1,N2,ev,15,21,1,09-Jun,E,25-May,15,0,1,0
1,N2,ev,15,21,2,12-Jun,E,25-May,18,0,1,0
1,N2,ev,15,21,3,12-Jun,E,25-May,18,0,1,0
1,N2,ev,15,21,4,16-Jun,D,25-May,22,1,0,0
1,N2,ev,15,21,5,18-Jun,D,25-May,24,1,0,0
1,N2,ev,15,21,6,22-Jun,D,25-May,28,1,0,0
1,N2,ev,15,21,7,22-Jun,D,25-May,28,1,0,0
1,N2,ev,15,21,8,23-Jun,D,25-May,29,1,0,0
1,N2,ev,15,21,9,27-Jun,D,25-May,33,1,0,0
1,SKN,ev,15,22,1,28-May,M,25-May,3,1,0,0
1,SKN,ev,15,22,2,31-May,M,25-May,6,1,0,0
1,SKN,ev,15,22,3,03-Jun,M,25-May,9,1,0,0
1,SKN,ev,15,22,4,07-Jun,D,25-May,13,1,0,0
1,SKN,ev,15,22,5,13-Jun,D,25-May,19,1,0,0
1,SKN,ev,15,22,6,15-Jun,D,25-May,21,1,0,0
1,SKN,ev,15,22,7,16-Jun,D,25-May,22,1,0,0
1,N2,daf,15,23,1,29-May,E,25-May,4,0,1,0
1,N2,daf,15,23,2,07-Jun,E,25-May,13,0,1,0
1,N2,daf,15,23,3,09-Jun,E,25-May,15,0,1,0
1,N2,daf,15,23,4,09-Jun,E,25-May,15,0,1,0
1,N2,daf,15,23,5,09-Jun,E,25-May,15,0,1,0
1,N2,daf,15,23,6,11-Jun,E,25-May,17,0,1,0
1,N2,daf,15,23,7,12-Jun,E,25-May,18,0,1,0
1,N2,daf,15,23,8,21-Jun,D,25-May,27,1,0,0
1,N2,daf,15,23,9,22-Jun,D,25-May,28,1,0,0
1,N2,daf,15,23,10,24-Jun,D,25-May,30,1,0,0
1,N2,daf,15,24,1,08-Jun,E,25-May,14,0,1,0
1,N2,daf,15,24,2,11-Jun,E,25-May,17,0,1,0
1,N2,daf,15,24,3,12-Jun,E,25-May,18,0,1,0
1,N2,daf,15,24,4,12-Jun,L,25-May,18,0,0,0
1,N2,daf,15,24,5,13-Jun,D,25-May,19,1,0,0
1,N2,daf,15,24,6,16-Jun,D,25-May,22,1,0,0
1,N2,daf,15,24,7,22-Jun,D,25-May,28,1,0,0
1,N2,daf,15,24,8,25-Jun,D,25-May,31,1,0,0
1,N2,daf,15,24,9,29-Jun,D,25-May,35,1,0,0
1,N2,ev,15,25,1,05-Jun,E,25-May,11,0,1,0
1,N2,ev,15,25,2,05-Jun,E,25-May,11,0,1,0
1,N2,ev,15,25,3,08-Jun,E,25-May,14,0,1,0
1,N2,ev,15,25,4,08-Jun,D,25-May,14,1,0,0
1,N2,ev,15,25,5,11-Jun,E,25-May,17,0,1,0
1,N2,ev,15,25,6,15-Jun,E,25-May,21,0,1,0
1,N2,ev,15,25,7,22-Jun,D,25-May,28,1,0,0
1,N2,ev,15,25,8,24-Jun,D,25-May,30,1,0,0
1,N2,ev,15,25,9,26-Jun,D,25-May,32,1,0,0
1,N2,ev,15,25,10,27-Jun,D,25-May,33,1,0,0
1,SKN,daf,15,26,1,01-Jun,M,25-May,7,1,0,0
1,SKN,daf,15,26,2,01-Jun,M,25-May,7,1,0,0
